Order ID,Order Date,Ship Date,Ship Mode,Returned Order,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Person,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Discount_Value,COGS,Shipping Cost Per Unit,Total Shipping,Profit
CA-2014-143336,8/27/2014,9/01/2014,Second Class,Yes,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,Anna Andreadi,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,-0.0,-6.0776,7,14,2.4824
CA-2014-143336,8/27/2014,9/01/2014,Second Class,Yes,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,Anna Andreadi,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,-42.696,-154.773,7,21,16.011
CA-2014-143336,8/27/2014,9/01/2014,Second Class,Yes,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,Anna Andreadi,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,-4.544,-10.791999999999998,7,28,7.384
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,No,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Kelly Williams,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,-0.0,-14.400400000000001,3,21,5.0596
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,No,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Kelly Williams,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,-0.0,-44.6516,3,21,15.6884
US-2017-156909,7/16/2017,7/18/2017,Second Class,No,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-21.4116,-50.98,3,6,-1.0196
CA-2015-106320,9/25/2015,9/30/2015,Standard Class,No,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,Anna Andreadi,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,-0.0,-804.3651000000001,8,24,240.2649
CA-2016-121755,1/16/2016,1/20/2016,Second Class,No,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,Anna Andreadi,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,-2.3296,-5.096,7,14,4.2224
CA-2016-121755,1/16/2016,1/20/2016,Second Class,No,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,Anna Andreadi,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,-0.0,-78.79589999999999,7,21,11.7741
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1541.715,-3206.7672000000002,3,21,-1665.0522
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-6.7326,-9.938600000000001,3,6,-7.0532
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,-24.840000000000003,-83.835,3,9,15.525
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,-0.6528,-1.5095999999999998,3,6,1.1016
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,-17.2608,-59.334,3,18,9.7092
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-4.800599999999999,-7.7724,3,18,-5.715
US-2015-150630,9/17/2015,9/21/2015,Standard Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,-3.152,-9.062000000000001,3,6,3.546
CA-2017-107727,10/19/2017,10/23/2017,Second Class,No,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Kelly Williams,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,-5.894400000000001,-13.6308,10,30,9.9468
CA-2016-117590,12/8/2016,12/10/2016,First Class,No,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Kelly Williams,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,-219.50880000000004,-754.5615,10,70,123.4737
CA-2016-117590,12/8/2016,12/10/2016,First Class,No,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Kelly Williams,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-114.55199999999999,-224.331,10,50,-147.963
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,No,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Kelly Williams,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,-22.6656,-55.247400000000006,10,90,35.415
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,No,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Kelly Williams,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-170.367744,-409.00785599999995,10,30,-46.9764
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,No,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Kelly Williams,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-63.617399999999996,-163.58759999999998,10,30,-15.147
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,No,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Kelly Williams,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,-74.23360000000001,-255.178,10,40,41.7564
CA-2017-120999,9/10/2017,9/15/2017,Standard Class,No,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Kelly Williams,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,-29.433600000000002,-101.17800000000001,4,16,16.5564
CA-2016-101343,7/17/2016,7/22/2016,Standard Class,No,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,Anna Andreadi,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,-0.0,-73.98599999999999,7,14,3.894
CA-2017-139619,9/19/2017,9/23/2017,Standard Class,No,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,Cassandra Brandow,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,-19.1232,-66.9312,6,12,9.5616
CA-2016-118255,3/11/2016,3/13/2016,First Class,No,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Kelly Williams,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,-0.0,-26.208599999999997,10,20,19.7714
CA-2016-118255,3/11/2016,3/13/2016,First Class,No,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Kelly Williams,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,-0.0,-9.2538,10,20,8.2062
CA-2014-146703,10/20/2014,10/25/2014,Second Class,No,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Kelly Williams,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,-0.0,-203.48160000000001,5,20,8.4784
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,No,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,Chuck Magee,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,-0.0,-40.05,5,15,4.95
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,No,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,Chuck Magee,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,-0.0,-15.696000000000002,5,10,6.104
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,No,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Kelly Williams,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,-0.0,-20.2566,2,12,17.9634
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,No,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Kelly Williams,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,-0.0,-39.845400000000005,2,12,35.3346
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,No,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Kelly Williams,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,-0.0,-3.2032000000000003,2,4,2.9568
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,No,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Kelly Williams,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,-0.0,-72.89189999999999,2,2,17.0981
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,No,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,Chuck Magee,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,-0.0,-9.0034,2,14,6.2566
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,No,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,Chuck Magee,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,-0.0,-731.2645,2,10,298.6855
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,-0.0,-156.42000000000002,2,12,52.14
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,-0.0,-16.848,2,10,15.552
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,-31.941000000000003,-280.37100000000004,2,10,7.098
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,-0.0,-7.5712,2,4,6.9888
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,-0.0,-26.7,2,4,3.3
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,-9.696,-22.422,2,8,16.362
CA-2016-111682,6/17/2016,6/18/2016,First Class,Yes,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,Chuck Magee,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,-0.0,-0.84,2,2,0.84
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,No,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,Anna Andreadi,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,-0.0,-7.8288,7,14,6.1512
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,No,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,Anna Andreadi,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,-5.1648000000000005,-11.298000000000002,7,42,9.3612
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,No,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,Anna Andreadi,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,-0.0,-77.76689999999999,7,21,68.9631
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,No,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,Anna Andreadi,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,-0.0,-57.427200000000006,7,28,22.3328
US-2015-164175,4/30/2015,5/05/2015,Standard Class,No,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Kelly Williams,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-63.9345,-164.403,4,20,-15.2225
CA-2014-106376,12/5/2014,12/10/2014,Standard Class,No,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,Anna Andreadi,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,-222.60479999999998,-779.1167999999999,7,56,111.3024
CA-2014-106376,12/5/2014,12/10/2014,Standard Class,No,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,Anna Andreadi,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,-33.5936,-71.38639999999998,7,28,62.988
CA-2016-119823,6/4/2016,6/06/2016,First Class,No,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,Cassandra Brandow,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,-0.0,-40.21639999999999,9,18,35.6636
CA-2016-106075,9/18/2016,9/23/2016,Standard Class,No,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,Chuck Magee,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,-0.9232,-1.9617999999999995,2,2,1.731
CA-2017-114440,9/14/2017,9/17/2017,Second Class,No,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Kelly Williams,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,-0.0,-10.287,5,15,8.763
US-2015-134026,4/26/2015,5/02/2015,Standard Class,No,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,Cassandra Brandow,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-166.3872,-779.94,4,32,-114.3912
US-2015-134026,4/26/2015,5/02/2015,Standard Class,No,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,Cassandra Brandow,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,-19.408,-76.41900000000001,4,8,1.213
US-2015-134026,4/26/2015,5/02/2015,Standard Class,No,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,Cassandra Brandow,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-14.556800000000003,-76.42320000000001,4,4,-18.196
US-2017-118038,12/9/2017,12/11/2017,First Class,No,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Kelly Williams,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-0.9984000000000001,-2.1839999999999997,10,30,-1.9344
US-2017-118038,12/9/2017,12/11/2017,First Class,No,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Kelly Williams,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,-9.708,10,30,-5.8248
US-2017-118038,12/9/2017,12/11/2017,First Class,No,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Kelly Williams,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,-5.448,-19.067999999999998,10,30,2.724
US-2014-147606,11/26/2014,1/01/2014,Second Class,No,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Kelly Williams,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-11.58,-22.195,10,50,-14.475
CA-2016-127208,6/12/2016,6/15/2016,First Class,No,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,Cassandra Brandow,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,-0.0,-151.9568,10,10,56.2032
CA-2016-127208,6/12/2016,6/15/2016,First Class,No,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,Cassandra Brandow,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,-0.0,-8.704799999999999,10,30,8.0352
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,No,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,Anna Andreadi,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,-0.0,-10.728000000000002,7,35,4.172
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,No,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,Anna Andreadi,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,-0.0,-15.186900000000001,7,7,6.2031
CA-2015-149734,9/3/2015,9/08/2015,Standard Class,No,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,Cassandra Brandow,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,-40.1968,-97.97970000000001,6,42,62.8075
US-2017-119662,11/13/2017,11/16/2017,First Class,No,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Kelly Williams,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-46.0752,-233.25570000000002,4,12,-48.9549
CA-2017-140088,5/28/2017,5/30/2017,Second Class,No,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,Cassandra Brandow,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,-0.0,-268.7444,10,20,33.2156
CA-2017-155558,10/26/2017,1/02/2017,Standard Class,No,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Kelly Williams,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,-0.0,-13.193399999999999,10,10,6.7966
CA-2017-155558,10/26/2017,1/02/2017,Standard Class,No,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Kelly Williams,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,-0.0,-3.2032000000000003,10,20,2.9568
